<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;27.11.2018;21:05:00;109000;109010;108970;109010;197
SPFB.RTS-12.18;1;27.11.2018;21:06:00;109000;109040;108970;108970;208
SPFB.RTS-12.18;1;27.11.2018;21:07:00;108970;109000;108950;108980;127
SPFB.RTS-12.18;1;27.11.2018;21:08:00;108980;109000;108980;108990;39
SPFB.RTS-12.18;1;27.11.2018;21:09:00;109010;109060;109010;109060;329
SPFB.RTS-12.18;1;27.11.2018;21:10:00;109060;109130;109050;109100;571
SPFB.RTS-12.18;1;27.11.2018;21:11:00;109090;109100;109010;109020;329
SPFB.RTS-12.18;1;27.11.2018;21:12:00;109000;109020;108930;109020;339
SPFB.RTS-12.18;1;27.11.2018;21:13:00;109020;109120;109020;109080;381
SPFB.RTS-12.18;1;27.11.2018;21:14:00;109080;109090;109030;109040;214
SPFB.RTS-12.18;1;27.11.2018;21:15:00;109050;109150;109040;109150;274
SPFB.RTS-12.18;1;27.11.2018;21:16:00;109150;109310;109120;109130;1687
SPFB.RTS-12.18;1;27.11.2018;21:17:00;109130;109130;108940;109050;1135
SPFB.RTS-12.18;1;27.11.2018;21:18:00;109040;109190;109020;109190;380
SPFB.RTS-12.18;1;27.11.2018;21:19:00;109190;109220;109130;109150;347
SPFB.RTS-12.18;1;27.11.2018;21:20:00;109170;109180;109060;109090;390
SPFB.RTS-12.18;1;27.11.2018;21:21:00;109100;109180;109070;109070;330
SPFB.RTS-12.18;1;27.11.2018;21:22:00;109080;109110;109010;109050;312
SPFB.RTS-12.18;1;27.11.2018;21:23:00;109040;109070;109000;109030;271
SPFB.RTS-12.18;1;27.11.2018;21:24:00;109020;109050;109000;109040;107
SPFB.RTS-12.18;1;27.11.2018;21:25:00;109030;109090;109030;109070;109
SPFB.RTS-12.18;1;27.11.2018;21:26:00;109080;109090;109050;109050;95
SPFB.RTS-12.18;1;27.11.2018;21:27:00;109050;109090;109040;109080;88
SPFB.RTS-12.18;1;27.11.2018;21:28:00;109090;109110;109050;109070;128
SPFB.RTS-12.18;1;27.11.2018;21:29:00;109060;109120;109050;109110;322
SPFB.RTS-12.18;1;27.11.2018;21:30:00;109100;109120;109080;109110;83
SPFB.RTS-12.18;1;27.11.2018;21:31:00;109090;109140;109060;109070;224
SPFB.RTS-12.18;1;27.11.2018;21:32:00;109070;109110;109070;109080;76
SPFB.RTS-12.18;1;27.11.2018;21:33:00;109070;109110;109060;109110;103
SPFB.RTS-12.18;1;27.11.2018;21:34:00;109120;109140;109110;109110;87
SPFB.RTS-12.18;1;27.11.2018;21:35:00;109110;109140;109110;109140;103
SPFB.RTS-12.18;1;27.11.2018;21:36:00;109150;109200;109150;109190;294
SPFB.RTS-12.18;1;27.11.2018;21:37:00;109190;109190;109150;109170;194
SPFB.RTS-12.18;1;27.11.2018;21:38:00;109170;109190;109130;109140;157
SPFB.RTS-12.18;1;27.11.2018;21:39:00;109170;109250;109140;109210;421
SPFB.RTS-12.18;1;27.11.2018;21:40:00;109200;109230;109190;109200;127
SPFB.RTS-12.18;1;27.11.2018;21:41:00;109190;109220;109150;109170;72
SPFB.RTS-12.18;1;27.11.2018;21:42:00;109150;109160;109100;109120;176
SPFB.RTS-12.18;1;27.11.2018;21:43:00;109120;109190;109090;109160;314
SPFB.RTS-12.18;1;27.11.2018;21:44:00;109190;109220;109170;109190;191
SPFB.RTS-12.18;1;27.11.2018;21:45:00;109210;109210;109160;109170;45
SPFB.RTS-12.18;1;27.11.2018;21:46:00;109180;109220;109170;109200;122
SPFB.RTS-12.18;1;27.11.2018;21:47:00;109200;109230;109200;109220;158
SPFB.RTS-12.18;1;27.11.2018;21:48:00;109220;109250;109220;109250;166
SPFB.RTS-12.18;1;27.11.2018;21:49:00;109230;109280;109230;109280;210
SPFB.RTS-12.18;1;27.11.2018;21:50:00;109280;109330;109280;109290;545
SPFB.RTS-12.18;1;27.11.2018;21:51:00;109310;109340;109290;109300;213
SPFB.RTS-12.18;1;27.11.2018;21:52:00;109300;109330;109260;109270;290
SPFB.RTS-12.18;1;27.11.2018;21:53:00;109280;109280;109240;109270;152
SPFB.RTS-12.18;1;27.11.2018;21:54:00;109270;109270;109230;109230;110
SPFB.RTS-12.18;1;27.11.2018;21:55:00;109220;109240;109190;109190;253
SPFB.RTS-12.18;1;27.11.2018;21:56:00;109180;109240;109170;109220;159
SPFB.RTS-12.18;1;27.11.2018;21:57:00;109220;109240;109190;109220;108
SPFB.RTS-12.18;1;27.11.2018;21:58:00;109210;109220;109180;109180;133
SPFB.RTS-12.18;1;27.11.2018;21:59:00;109180;109240;109170;109220;187
SPFB.RTS-12.18;1;27.11.2018;22:00:00;109210;109320;109210;109310;291
SPFB.RTS-12.18;1;27.11.2018;22:01:00;109300;109310;109250;109250;180
SPFB.RTS-12.18;1;27.11.2018;22:02:00;109250;109310;109250;109310;44
SPFB.RTS-12.18;1;27.11.2018;22:03:00;109300;109330;109290;109290;101
SPFB.RTS-12.18;1;27.11.2018;22:04:00;109300;109340;109280;109340;146
SPFB.RTS-12.18;1;27.11.2018;22:05:00;109340;109400;109320;109360;596
SPFB.RTS-12.18;1;27.11.2018;22:06:00;109370;109420;109320;109330;652
SPFB.RTS-12.18;1;27.11.2018;22:07:00;109330;109380;109310;109360;623
SPFB.RTS-12.18;1;27.11.2018;22:08:00;109380;109380;109310;109330;209
SPFB.RTS-12.18;1;27.11.2018;22:09:00;109330;109350;109300;109300;225
SPFB.RTS-12.18;1;27.11.2018;22:10:00;109310;109340;109290;109330;517
SPFB.RTS-12.18;1;27.11.2018;22:11:00;109330;109350;109310;109350;103
SPFB.RTS-12.18;1;27.11.2018;22:12:00;109350;109350;109300;109310;174
SPFB.RTS-12.18;1;27.11.2018;22:13:00;109300;109300;109240;109250;187
SPFB.RTS-12.18;1;27.11.2018;22:14:00;109250;109300;109230;109300;149
SPFB.RTS-12.18;1;27.11.2018;22:15:00;109290;109320;109280;109300;66
SPFB.RTS-12.18;1;27.11.2018;22:16:00;109320;109350;109290;109300;88
SPFB.RTS-12.18;1;27.11.2018;22:17:00;109300;109300;109230;109250;143
SPFB.RTS-12.18;1;27.11.2018;22:18:00;109250;109260;109210;109260;199
SPFB.RTS-12.18;1;27.11.2018;22:19:00;109270;109290;109260;109270;35
SPFB.RTS-12.18;1;27.11.2018;22:20:00;109250;109250;109240;109250;32
SPFB.RTS-12.18;1;27.11.2018;22:21:00;109240;109240;109220;109220;72
SPFB.RTS-12.18;1;27.11.2018;22:22:00;109230;109300;109230;109300;104
SPFB.RTS-12.18;1;27.11.2018;22:23:00;109300;109340;109300;109330;456
SPFB.RTS-12.18;1;27.11.2018;22:24:00;109310;109320;109270;109280;118
SPFB.RTS-12.18;1;27.11.2018;22:25:00;109300;109370;109290;109370;290
SPFB.RTS-12.18;1;27.11.2018;22:26:00;109370;109380;109340;109370;373
SPFB.RTS-12.18;1;27.11.2018;22:27:00;109370;109400;109320;109340;241
SPFB.RTS-12.18;1;27.11.2018;22:28:00;109340;109370;109340;109360;107
SPFB.RTS-12.18;1;27.11.2018;22:29:00;109370;109400;109350;109380;125
SPFB.RTS-12.18;1;27.11.2018;22:30:00;109380;109400;109350;109390;202
SPFB.RTS-12.18;1;27.11.2018;22:31:00;109400;109410;109380;109390;154
SPFB.RTS-12.18;1;27.11.2018;22:32:00;109400;109400;109340;109390;94
SPFB.RTS-12.18;1;27.11.2018;22:33:00;109380;109380;109360;109360;36
SPFB.RTS-12.18;1;27.11.2018;22:34:00;109370;109390;109370;109380;65
SPFB.RTS-12.18;1;27.11.2018;22:35:00;109370;109380;109360;109380;34
SPFB.RTS-12.18;1;27.11.2018;22:36:00;109370;109430;109360;109420;262
SPFB.RTS-12.18;1;27.11.2018;22:37:00;109420;109430;109390;109390;90
SPFB.RTS-12.18;1;27.11.2018;22:38:00;109390;109390;109320;109320;370
SPFB.RTS-12.18;1;27.11.2018;22:39:00;109330;109370;109330;109360;65
SPFB.RTS-12.18;1;27.11.2018;22:40:00;109380;109410;109360;109400;77
SPFB.RTS-12.18;1;27.11.2018;22:41:00;109400;109430;109380;109430;107
SPFB.RTS-12.18;1;27.11.2018;22:42:00;109420;109430;109370;109370;97
SPFB.RTS-12.18;1;27.11.2018;22:43:00;109370;109430;109370;109410;292
SPFB.RTS-12.18;1;27.11.2018;22:44:00;109410;109430;109410;109420;50
SPFB.RTS-12.18;1;27.11.2018;22:45:00;109430;109440;109420;109430;109
SPFB.RTS-12.18;1;27.11.2018;22:46:00;109430;109530;109410;109480;1021
SPFB.RTS-12.18;1;27.11.2018;22:47:00;109490;109540;109470;109540;154
SPFB.RTS-12.18;1;27.11.2018;22:48:00;109540;109570;109530;109560;314
SPFB.RTS-12.18;1;27.11.2018;22:49:00;109570;109670;109550;109560;1177
SPFB.RTS-12.18;1;27.11.2018;22:50:00;109570;109570;109540;109550;343
SPFB.RTS-12.18;1;27.11.2018;22:51:00;109550;109590;109510;109510;476
SPFB.RTS-12.18;1;27.11.2018;22:52:00;109500;109540;109500;109530;196
SPFB.RTS-12.18;1;27.11.2018;22:53:00;109540;109540;109480;109480;154
SPFB.RTS-12.18;1;27.11.2018;22:54:00;109480;109520;109470;109500;46
SPFB.RTS-12.18;1;27.11.2018;22:55:00;109490;109510;109480;109500;15
SPFB.RTS-12.18;1;27.11.2018;22:56:00;109510;109560;109510;109520;216
SPFB.RTS-12.18;1;27.11.2018;22:57:00;109520;109530;109500;109500;24
SPFB.RTS-12.18;1;27.11.2018;22:58:00;109500;109520;109490;109510;34
SPFB.RTS-12.18;1;27.11.2018;22:59:00;109510;109560;109510;109540;103
SPFB.RTS-12.18;1;27.11.2018;23:00:00;109540;109550;109510;109540;89
SPFB.RTS-12.18;1;27.11.2018;23:01:00;109520;109540;109450;109450;240
SPFB.RTS-12.18;1;27.11.2018;23:02:00;109450;109490;109450;109470;71
SPFB.RTS-12.18;1;27.11.2018;23:03:00;109460;109470;109440;109470;81
SPFB.RTS-12.18;1;27.11.2018;23:04:00;109460;109460;109410;109440;271
SPFB.RTS-12.18;1;27.11.2018;23:05:00;109440;109440;109410;109440;103
SPFB.RTS-12.18;1;27.11.2018;23:06:00;109440;109440;109430;109440;56
SPFB.RTS-12.18;1;27.11.2018;23:07:00;109440;109440;109400;109400;190
SPFB.RTS-12.18;1;27.11.2018;23:08:00;109400;109430;109390;109410;184
SPFB.RTS-12.18;1;27.11.2018;23:09:00;109410;109450;109380;109400;180
SPFB.RTS-12.18;1;27.11.2018;23:10:00;109400;109440;109400;109430;11
SPFB.RTS-12.18;1;27.11.2018;23:11:00;109410;109500;109410;109470;302
SPFB.RTS-12.18;1;27.11.2018;23:12:00;109480;109500;109450;109450;140
SPFB.RTS-12.18;1;27.11.2018;23:13:00;109460;109460;109420;109450;70
SPFB.RTS-12.18;1;27.11.2018;23:14:00;109440;109480;109440;109480;104
SPFB.RTS-12.18;1;27.11.2018;23:15:00;109480;109480;109450;109450;33
SPFB.RTS-12.18;1;27.11.2018;23:16:00;109450;109470;109440;109450;54
SPFB.RTS-12.18;1;27.11.2018;23:17:00;109450;109480;109450;109480;42
SPFB.RTS-12.18;1;27.11.2018;23:18:00;109480;109490;109450;109480;77
SPFB.RTS-12.18;1;27.11.2018;23:19:00;109480;109500;109480;109490;80
SPFB.RTS-12.18;1;27.11.2018;23:20:00;109490;109500;109460;109460;38
SPFB.RTS-12.18;1;27.11.2018;23:21:00;109470;109490;109470;109490;66
SPFB.RTS-12.18;1;27.11.2018;23:22:00;109490;109500;109480;109490;114
SPFB.RTS-12.18;1;27.11.2018;23:23:00;109480;109480;109480;109480;10
SPFB.RTS-12.18;1;27.11.2018;23:24:00;109490;109500;109470;109470;79
SPFB.RTS-12.18;1;27.11.2018;23:25:00;109470;109490;109440;109450;86
SPFB.RTS-12.18;1;27.11.2018;23:26:00;109450;109540;109450;109540;221
SPFB.RTS-12.18;1;27.11.2018;23:27:00;109550;109550;109520;109550;135
SPFB.RTS-12.18;1;27.11.2018;23:28:00;109540;109540;109490;109500;75
SPFB.RTS-12.18;1;27.11.2018;23:29:00;109510;109510;109500;109510;54
SPFB.RTS-12.18;1;27.11.2018;23:30:00;109520;109530;109490;109490;43
SPFB.RTS-12.18;1;27.11.2018;23:31:00;109500;109510;109460;109490;149
SPFB.RTS-12.18;1;27.11.2018;23:32:00;109490;109500;109460;109480;82
SPFB.RTS-12.18;1;27.11.2018;23:33:00;109480;109500;109470;109490;81
SPFB.RTS-12.18;1;27.11.2018;23:34:00;109490;109550;109490;109510;175
SPFB.RTS-12.18;1;27.11.2018;23:35:00;109500;109500;109480;109500;70
SPFB.RTS-12.18;1;27.11.2018;23:36:00;109490;109510;109490;109500;19
SPFB.RTS-12.18;1;27.11.2018;23:37:00;109510;109560;109500;109540;65
SPFB.RTS-12.18;1;27.11.2018;23:38:00;109530;109540;109510;109530;20
SPFB.RTS-12.18;1;27.11.2018;23:39:00;109520;109530;109500;109520;52
SPFB.RTS-12.18;1;27.11.2018;23:40:00;109500;109530;109500;109520;48
SPFB.RTS-12.18;1;27.11.2018;23:41:00;109530;109530;109480;109500;125
SPFB.RTS-12.18;1;27.11.2018;23:42:00;109490;109490;109460;109490;339
SPFB.RTS-12.18;1;27.11.2018;23:43:00;109490;109510;109480;109480;84
SPFB.RTS-12.18;1;27.11.2018;23:44:00;109490;109500;109480;109480;74
SPFB.RTS-12.18;1;27.11.2018;23:45:00;109480;109490;109450;109470;214
SPFB.RTS-12.18;1;27.11.2018;23:46:00;109480;109500;109470;109500;126
SPFB.RTS-12.18;1;27.11.2018;23:47:00;109500;109540;109500;109530;191
SPFB.RTS-12.18;1;27.11.2018;23:48:00;109540;109590;109530;109570;279
SPFB.RTS-12.18;1;27.11.2018;23:49:00;109580;109590;109520;109530;362
SPFB.RTS-12.18;1;27.11.2018;23:50:00;109520;109580;109510;109580;358
SPFB.RTS-12.18;1;20.12.2018;10:01:00;108550;108780;108210;108500;2082
SPFB.RTS-12.18;1;20.12.2018;10:02:00;108500;108500;108320;108470;1383
SPFB.RTS-12.18;1;20.12.2018;10:03:00;108500;108750;108500;108700;843
SPFB.RTS-12.18;1;20.12.2018;10:04:00;108720;108840;108700;108820;455
SPFB.RTS-12.18;1;20.12.2018;10:05:00;108830;108890;108780;108890;835
SPFB.RTS-12.18;1;20.12.2018;10:06:00;108890;108990;108840;108960;1022
SPFB.RTS-12.18;1;20.12.2018;10:07:00;108940;108970;108860;108880;432
SPFB.RTS-12.18;1;20.12.2018;10:08:00;108880;108920;108850;108900;365
SPFB.RTS-12.18;1;20.12.2018;10:09:00;108910;108930;108870;108880;304
SPFB.RTS-12.18;1;20.12.2018;10:10:00;108890;108940;108870;108930;306
SPFB.RTS-12.18;1;20.12.2018;10:11:00;108940;109000;108930;108980;418
SPFB.RTS-12.18;1;20.12.2018;10:12:00;108980;109060;108980;109030;766
SPFB.RTS-12.18;1;20.12.2018;10:13:00;109040;109160;109040;109160;902
SPFB.RTS-12.18;1;20.12.2018;10:14:00;109140;109150;109020;109040;700
SPFB.RTS-12.18;1;20.12.2018;10:15:00;109040;109060;109010;109030;547
SPFB.RTS-12.18;1;20.12.2018;10:16:00;109030;109050;108980;108990;310
SPFB.RTS-12.18;1;20.12.2018;10:17:00;109010;109040;108980;109000;294
SPFB.RTS-12.18;1;20.12.2018;10:18:00;109000;109030;108990;108990;239
SPFB.RTS-12.18;1;20.12.2018;10:19:00;108990;109030;108980;109020;200
SPFB.RTS-12.18;1;20.12.2018;10:20:00;109000;109030;108980;109010;468
SPFB.RTS-12.18;1;20.12.2018;10:21:00;109020;109030;108980;108990;165
SPFB.RTS-12.18;1;20.12.2018;10:22:00;109020;109050;109010;109030;252
SPFB.RTS-12.18;1;20.12.2018;10:23:00;109040;109100;109020;109100;173
SPFB.RTS-12.18;1;20.12.2018;10:24:00;109090;109180;109060;109180;334
SPFB.RTS-12.18;1;20.12.2018;10:25:00;109170;109180;109120;109150;505
SPFB.RTS-12.18;1;20.12.2018;10:26:00;109130;109160;109120;109160;694
SPFB.RTS-12.18;1;20.12.2018;10:27:00;109160;109160;109120;109140;726
SPFB.RTS-12.18;1;20.12.2018;10:28:00;109140;109140;109040;109040;391
SPFB.RTS-12.18;1;20.12.2018;10:29:00;109040;109050;108810;108840;1363
SPFB.RTS-12.18;1;20.12.2018;10:30:00;108830;108840;108760;108780;584
SPFB.RTS-12.18;1;20.12.2018;10:31:00;108780;108790;108590;108730;1306
SPFB.RTS-12.18;1;20.12.2018;10:32:00;108730;108760;108710;108760;753
SPFB.RTS-12.18;1;20.12.2018;10:33:00;108760;108910;108760;108910;930
SPFB.RTS-12.18;1;20.12.2018;10:34:00;108900;108940;108860;108870;255
SPFB.RTS-12.18;1;20.12.2018;10:35:00;108860;108860;108750;108770;306
SPFB.RTS-12.18;1;20.12.2018;10:36:00;108760;108780;108720;108780;235
SPFB.RTS-12.18;1;20.12.2018;10:37:00;108780;108790;108750;108790;170
SPFB.RTS-12.18;1;20.12.2018;10:38:00;108780;108850;108780;108850;237
SPFB.RTS-12.18;1;20.12.2018;10:39:00;108830;108880;108810;108850;271
SPFB.RTS-12.18;1;20.12.2018;10:40:00;108850;108870;108770;108830;257
SPFB.RTS-12.18;1;20.12.2018;10:41:00;108830;108880;108760;108850;411
SPFB.RTS-12.18;1;20.12.2018;10:42:00;108850;108870;108820;108870;179
SPFB.RTS-12.18;1;20.12.2018;10:43:00;108850;108890;108810;108830;563
SPFB.RTS-12.18;1;20.12.2018;10:44:00;108830;108900;108800;108810;270
SPFB.RTS-12.18;1;20.12.2018;10:45:00;108790;108910;108790;108880;295
SPFB.RTS-12.18;1;20.12.2018;10:46:00;108900;108940;108830;108940;460
SPFB.RTS-12.18;1;20.12.2018;10:47:00;108920;108940;108900;108910;172
SPFB.RTS-12.18;1;20.12.2018;10:48:00;108910;108940;108870;108880;280
SPFB.RTS-12.18;1;20.12.2018;10:49:00;108890;108910;108850;108900;260
SPFB.RTS-12.18;1;20.12.2018;10:50:00;108900;108930;108830;108920;326
SPFB.RTS-12.18;1;20.12.2018;10:51:00;108930;108940;108880;108890;220
SPFB.RTS-12.18;1;20.12.2018;10:52:00;108910;108920;108860;108870;265
SPFB.RTS-12.18;1;20.12.2018;10:53:00;108870;108940;108830;108940;262
SPFB.RTS-12.18;1;20.12.2018;10:54:00;108910;108930;108880;108890;239
SPFB.RTS-12.18;1;20.12.2018;10:55:00;108910;108920;108890;108890;176
SPFB.RTS-12.18;1;20.12.2018;10:56:00;108890;108890;108830;108860;224
SPFB.RTS-12.18;1;20.12.2018;10:57:00;108860;108860;108800;108800;141
SPFB.RTS-12.18;1;20.12.2018;10:58:00;108800;108830;108780;108800;173
SPFB.RTS-12.18;1;20.12.2018;10:59:00;108810;108860;108800;108860;144
SPFB.RTS-12.18;1;20.12.2018;11:00:00;108850;108850;108800;108820;209
SPFB.RTS-12.18;1;20.12.2018;11:01:00;108820;108820;108720;108720;242
SPFB.RTS-12.18;1;20.12.2018;11:02:00;108720;108720;108630;108650;337
SPFB.RTS-12.18;1;20.12.2018;11:03:00;108660;108670;108620;108660;202
SPFB.RTS-12.18;1;20.12.2018;11:04:00;108650;108660;108570;108590;429
SPFB.RTS-12.18;1;20.12.2018;11:05:00;108600;108610;108480;108540;786
SPFB.RTS-12.18;1;20.12.2018;11:06:00;108540;108550;108460;108540;893
SPFB.RTS-12.18;1;20.12.2018;11:07:00;108540;108630;108520;108550;493
SPFB.RTS-12.18;1;20.12.2018;11:08:00;108550;108660;108510;108650;410
SPFB.RTS-12.18;1;20.12.2018;11:09:00;108640;108760;108620;108700;814
SPFB.RTS-12.18;1;20.12.2018;11:10:00;108710;108820;108690;108740;702
SPFB.RTS-12.18;1;20.12.2018;11:11:00;108740;108830;108620;108780;1085
SPFB.RTS-12.18;1;20.12.2018;11:12:00;108780;108870;108740;108870;535
SPFB.RTS-12.18;1;20.12.2018;11:13:00;108860;108870;108820;108850;679
SPFB.RTS-12.18;1;20.12.2018;11:14:00;108840;108900;108830;108880;419
SPFB.RTS-12.18;1;20.12.2018;11:15:00;108880;108890;108630;108710;595
SPFB.RTS-12.18;1;20.12.2018;11:16:00;108700;108770;108700;108740;225
SPFB.RTS-12.18;1;20.12.2018;11:17:00;108760;108790;108740;108760;150
SPFB.RTS-12.18;1;20.12.2018;11:18:00;108760;108760;108650;108650;431
SPFB.RTS-12.18;1;20.12.2018;11:19:00;108650;108690;108610;108650;312
SPFB.RTS-12.18;1;20.12.2018;11:20:00;108650;108660;108620;108620;162
SPFB.RTS-12.18;1;20.12.2018;11:21:00;108620;108630;108560;108590;444
SPFB.RTS-12.18;1;20.12.2018;11:22:00;108580;108590;108450;108450;741
SPFB.RTS-12.18;1;20.12.2018;11:23:00;108470;108480;108380;108380;988
SPFB.RTS-12.18;1;20.12.2018;11:24:00;108380;108400;108280;108360;835
SPFB.RTS-12.18;1;20.12.2018;11:25:00;108350;108400;108350;108380;157
SPFB.RTS-12.18;1;20.12.2018;11:26:00;108390;108400;108370;108400;83
SPFB.RTS-12.18;1;20.12.2018;11:27:00;108400;108400;108240;108250;502
SPFB.RTS-12.18;1;20.12.2018;11:28:00;108240;108260;107900;107940;2844
SPFB.RTS-12.18;1;20.12.2018;11:29:00;107940;108040;107910;108040;926
SPFB.RTS-12.18;1;20.12.2018;11:30:00;108040;108070;107920;108030;1082
SPFB.RTS-12.18;1;20.12.2018;11:31:00;108030;108190;108020;108170;574
SPFB.RTS-12.18;1;20.12.2018;11:32:00;108170;108200;108170;108180;249
SPFB.RTS-12.18;1;20.12.2018;11:33:00;108200;108360;108170;108350;791
SPFB.RTS-12.18;1;20.12.2018;11:34:00;108350;108390;108310;108360;445
SPFB.RTS-12.18;1;20.12.2018;11:35:00;108340;108370;108320;108330;277
SPFB.RTS-12.18;1;20.12.2018;11:36:00;108340;108350;108270;108310;202
SPFB.RTS-12.18;1;20.12.2018;11:37:00;108310;108310;108250;108260;56
SPFB.RTS-12.18;1;20.12.2018;11:38:00;108260;108320;108230;108320;182
SPFB.RTS-12.18;1;20.12.2018;11:39:00;108320;108350;108290;108330;241
SPFB.RTS-12.18;1;20.12.2018;11:40:00;108350;108350;108320;108340;65
SPFB.RTS-12.18;1;20.12.2018;11:41:00;108340;108430;108340;108400;378
SPFB.RTS-12.18;1;20.12.2018;11:42:00;108400;108560;108400;108500;775
SPFB.RTS-12.18;1;20.12.2018;11:43:00;108510;108550;108470;108550;308
SPFB.RTS-12.18;1;20.12.2018;11:44:00;108550;108640;108550;108620;424
SPFB.RTS-12.18;1;20.12.2018;11:45:00;108630;108760;108630;108760;588
SPFB.RTS-12.18;1;20.12.2018;11:46:00;108760;108800;108690;108730;653
SPFB.RTS-12.18;1;20.12.2018;11:47:00;108730;108750;108690;108700;361
SPFB.RTS-12.18;1;20.12.2018;11:48:00;108710;108710;108660;108680;165
SPFB.RTS-12.18;1;20.12.2018;11:49:00;108680;108710;108640;108690;354
SPFB.RTS-12.18;1;20.12.2018;11:50:00;108680;108730;108650;108690;323
SPFB.RTS-12.18;1;20.12.2018;11:51:00;108690;108700;108590;108610;421
SPFB.RTS-12.18;1;20.12.2018;11:52:00;108620;108670;108600;108650;129
SPFB.RTS-12.18;1;20.12.2018;11:53:00;108670;108670;108610;108620;51
SPFB.RTS-12.18;1;20.12.2018;11:54:00;108620;108630;108590;108590;59
SPFB.RTS-12.18;1;20.12.2018;11:55:00;108600;108620;108580;108600;91
SPFB.RTS-12.18;1;20.12.2018;11:56:00;108580;108590;108520;108530;201
SPFB.RTS-12.18;1;20.12.2018;11:57:00;108520;108520;108230;108340;2358
SPFB.RTS-12.18;1;20.12.2018;11:58:00;108330;108340;108070;108270;4599
SPFB.RTS-12.18;1;20.12.2018;11:59:00;108260;108420;108170;108210;1170
SPFB.RTS-12.18;1;20.12.2018;12:00:00;108240;108420;108240;108380;1632
SPFB.RTS-12.18;1;20.12.2018;12:01:00;108380;108400;108130;108190;2297
SPFB.RTS-12.18;1;20.12.2018;12:02:00;108190;108440;108160;108340;1866
SPFB.RTS-12.18;1;20.12.2018;12:03:00;108330;108330;108150;108220;1326
SPFB.RTS-12.18;1;20.12.2018;12:04:00;108200;108200;108120;108120;843
SPFB.RTS-12.18;1;20.12.2018;12:05:00;108110;108150;107980;108090;1117
SPFB.RTS-12.18;1;20.12.2018;12:06:00;108090;108320;108070;108250;1078
SPFB.RTS-12.18;1;20.12.2018;12:07:00;108240;108310;108210;108280;624
SPFB.RTS-12.18;1;20.12.2018;12:08:00;108280;108290;108230;108280;288
SPFB.RTS-12.18;1;20.12.2018;12:09:00;108280;108320;108270;108320;273
SPFB.RTS-12.18;1;20.12.2018;12:10:00;108320;108360;108290;108340;221
SPFB.RTS-12.18;1;20.12.2018;12:11:00;108330;108360;108320;108360;91
SPFB.RTS-12.18;1;20.12.2018;12:12:00;108360;108400;108360;108380;255
SPFB.RTS-12.18;1;20.12.2018;12:13:00;108400;108500;108370;108420;530
SPFB.RTS-12.18;1;20.12.2018;12:14:00;108440;108490;108440;108480;68
SPFB.RTS-12.18;1;20.12.2018;12:15:00;108480;108510;108470;108480;168
SPFB.RTS-12.18;1;20.12.2018;12:16:00;108490;108510;108470;108500;37
SPFB.RTS-12.18;1;20.12.2018;12:17:00;108500;108500;108450;108470;117
SPFB.RTS-12.18;1;20.12.2018;12:18:00;108460;108480;108440;108470;119
SPFB.RTS-12.18;1;20.12.2018;12:19:00;108480;108480;108430;108430;330
SPFB.RTS-12.18;1;20.12.2018;12:20:00;108430;108490;108420;108490;92
SPFB.RTS-12.18;1;20.12.2018;12:21:00;108490;108570;108480;108570;386
SPFB.RTS-12.18;1;20.12.2018;12:22:00;108570;108630;108570;108620;265
SPFB.RTS-12.18;1;20.12.2018;12:23:00;108630;108710;108620;108680;533
SPFB.RTS-12.18;1;20.12.2018;12:24:00;108680;108750;108670;108740;169
SPFB.RTS-12.18;1;20.12.2018;12:25:00;108720;108750;108700;108710;194
SPFB.RTS-12.18;1;20.12.2018;12:26:00;108720;108820;108720;108810;308
SPFB.RTS-12.18;1;20.12.2018;12:27:00;108810;108830;108690;108710;826
SPFB.RTS-12.18;1;20.12.2018;12:28:00;108700;108790;108690;108750;300
SPFB.RTS-12.18;1;20.12.2018;12:29:00;108750;108800;108670;108750;293
SPFB.RTS-12.18;1;20.12.2018;12:30:00;108730;108790;108700;108760;278
SPFB.RTS-12.18;1;20.12.2018;12:31:00;108760;108790;108730;108760;160
SPFB.RTS-12.18;1;20.12.2018;12:32:00;108750;108790;108720;108730;98
SPFB.RTS-12.18;1;20.12.2018;12:33:00;108740;108770;108690;108690;189
SPFB.RTS-12.18;1;20.12.2018;12:34:00;108690;108760;108680;108750;102
SPFB.RTS-12.18;1;20.12.2018;12:35:00;108750;108770;108640;108660;179
SPFB.RTS-12.18;1;20.12.2018;12:36:00;108640;108720;108630;108710;155
SPFB.RTS-12.18;1;20.12.2018;12:37:00;108690;108800;108690;108770;187
SPFB.RTS-12.18;1;20.12.2018;12:38:00;108770;108790;108740;108790;82
SPFB.RTS-12.18;1;20.12.2018;12:39:00;108780;108870;108780;108850;306
SPFB.RTS-12.18;1;20.12.2018;12:40:00;108860;108900;108820;108870;270
SPFB.RTS-12.18;1;20.12.2018;12:41:00;108870;108900;108850;108880;165
SPFB.RTS-12.18;1;20.12.2018;12:42:00;108860;108920;108680;108870;566
SPFB.RTS-12.18;1;20.12.2018;12:43:00;108860;108880;108800;108840;120
SPFB.RTS-12.18;1;20.12.2018;12:44:00;108840;108970;108840;108970;224
SPFB.RTS-12.18;1;20.12.2018;12:45:00;108970;109000;108930;108950;330
